ObsID,PI,Observer,Region,Year,Month,Day,DOY,StartHr,StartMin,SurvMin,PredDur,ObsMin,PreObsMin,Status,Site,Description,Access,Loc,Lat,Lon,Unit,Model,Tilt,Radius,Max,Dir,MamuIn,MamuOut,MamuInPD,MaxByYear,DetMax,DetIn,DetOut,DetInPD,DetMaxByYear,Comments,Sun,Start,MamuIn 90 min predawn,MamuIn prior to 90 min predawn,Survey time over 90min Predawn,Sunrise
CC98010018,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,1,152,3,22,182,120,0,0,Complete,Kakweikan,Kakweikan 1,Shore,Coastal,50.80105772,-126.0129322,Trudys (MOE),FR-7111,25,0.5,325,Incoming,325,148,325,325,81,81,53,81,81,,322,202,296,29,30,5:22:00
CC98010019,"Chatwin, Trudy",Paul G. Levesque,CC,1998,6,1,152,20,31,122,0,0,0,Complete,Kakweikan,Kakweikan 1,Shore,Coastal,50.80105772,-126.0129322,Trudys (MOE),FR-7111,25,0.75,11,Incoming,11,6,0,,5,9,5,0,,,316,1231,,,,5:16:00
CC98010020,"Chatwin, Trudy",Paul G. Levesque,CC,1998,6,2,153,3,22,180,120,0,0,Complete,Kakweikan,Kakweikan 1,Shore,Coastal,50.80105772,-126.0129322,Trudys (MOE),FR-7111,25,0.75,141,Incoming,141,118,141,,42,41,42,41,,,322,202,137,4,30,5:22:00
CC98010021,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,2,153,20,35,120,0,0,0,Complete,Ahta,Ahta,Shore,Coastal,50.86569935,-126.1656798,Trudys (MOE),FR-7111,25,0.5,11,Incoming,11,5,0,,3,8,3,0,,,315,1235,,,,5:15:33
CC98010022,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,3,154,3,21,180,120,0,0,Complete,Ahta,Ahta,Shore,Coastal,50.86569935,-126.1656798,Trudys (MOE),FR-7111,25,0.75,62,Incoming,63,44,62,62,37,32,37,31,37,,321,201,62,,,5:21:00
CC98010023,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,3,154,20,35,120,0,0,0,Complete,Ahta,Ahta,Shore,Coastal,50.86569935,-126.1656798,Trudys (MOE),FR-7111,25,0.75,5,Incoming,5,3,0,,3,5,3,0,,,314,1235,,,,5:14:52
CC98010024,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,4,155,3,20,180,120,0,0,Complete,Ahta,Ahta,Shore,Coastal,50.86569935,-126.1656798,Trudys (MOE),FR-7111,25,0.75,41,Incoming,41,25,41,,29,29,16,29,,,320,200,29,12,30,5:20:00
CC98010025,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,5,156,4,25,51,55,65,,Excluded,Wakeman,Wakeman,Shore,Coastal,51.02748916,-126.5086804,Trudys (MOE),FR-7111,25,0.75,81,Incoming,89,72,81,,38,40,38,34,,technical difficulties - late start,320,265,81,,,5:20:00
CC98010026,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,5,156,21,28,70,0,0,0,Complete,Wakeman,Wakeman,Shore,Coastal,51.02748916,-126.5086804,Trudys (MOE),FR-7111,25,0.75,41,Incoming,41,7,0,,5,24,5,0,,,314,1288,,,,5:14:10
CC98010027,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,6,157,3,19,181,121,0,0,Complete,Wakeman,Wakeman,Shore,Coastal,51.02748916,-126.5086804,Trudys (MOE),FR-7111,25,0.75,250,Incoming,252,89,250,250,67,69,53,67,67,,320,199,250,,,5:20:00
AS05010001,"Cullen, Sean",Unknown,AS,2005,6,21,172,2,51,180,120,0,0,Complete,POR 01,POR 01,Shore,Inland,57.02167967,-131.6309719,Trudys (MOE),FR-7111,25,0.75,0,,0,0,0,0,0,0,0,0,0,,291,171,,,,4:51:29
AS05010002,"Cullen, Sean",Unknown,AS,2005,6,22,173,2,51,180,120,0,0,Complete,POR 02,POR 02,Shore,Inland,57.00644006,-131.5730693,Trudys (MOE),FR-7111,25,0.75,0,,0,0,0,0,0,0,0,0,0,,291,171,,,,4:51:39
AS05010003,"Cullen, Sean",Unknown,AS,2005,6,23,174,2,52,180,120,0,0,Complete,POR 03,POR 03,Shore,Inland,57.03580776,-131.6682369,Trudys (MOE),FR-7111,25,0.5,0,,0,0,0,0,0,0,0,0,0,,292,172,,,,4:52:08
AS05010004,"Cullen, Sean",Unknown,AS,2005,6,24,175,2,55,180,120,0,0,Complete,STI 01,STI 01,Shore,Inland,56.71227315,-131.7900753,Trudys (MOE),FR-7111,25,0.75,10,Incoming,10,0,0,0,0,10,0,0,0,,295,175,,,,4:55:42
CC98010001,"Chatwin, Trudy",Kate A. Paul,CC,1998,5,22,142,3,8,98,139,101,,Excluded,Apple,Apple,Shore,Coastal,50.71565409,-125.4364894,Trudys (MOE),FR-7111,25,0.5,6,Outgoing,6,6,5,,6,4,6,3,,,327,188,5,,,5:27:00
CC98010002,"Chatwin, Trudy",Kate A. Paul,CC,1998,5,22,142,20,40,99,0,0,0,Complete,Apple,Apple,Shore,Coastal,50.71565409,-125.4364894,Trudys (MOE),FR-7111,25,0.5,18,Outgoing,13,18,0,,14,12,14,0,,,323,1240,,,,5:23:50
CC98010003,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,5,23,143,3,25,100,120,80,,Excluded,Apple,Apple,Shore,Coastal,50.71565409,-125.4364894,Trudys (MOE),FR-7111,25,0.75,52,Incoming,55,28,52,52,32,35,22,32,32,,325,205,52,,,5:25:00
CC98010004,"Chatwin, Trudy",Kate A. Paul,CC,1998,5,23,143,20,30,26,0,75,,Excluded,Stafford,Stafford,Shore,Coastal,50.71789666,-125.4623916,Trudys (MOE),FR-7111,25,0.75,5,Incoming,5,2,0,,2,4,2,0,,,322,1230,,,,5:22:46
CC98010005,"Chatwin, Trudy",Kate A. Paul,CC,1998,5,24,144,3,24,61,120,120,,Excluded,Stafford,Stafford,Shore,Coastal,50.71789666,-125.4623916,Trudys (MOE),FR-7111,25,0.75,8,Incoming,8,5,8,8,6,6,5,6,6,,324,204,8,,,5:24:00
CC98010006,"Chatwin, Trudy",Paul G. Levesque,CC,1998,5,24,144,20,47,0,0,100,,Excluded,Stafford,Stafford,Shore,Coastal,50.71789666,-125.4623916,Trudys (MOE),FR-7111,25,0.75,0,,0,0,0,,0,0,0,0,,,321,1247,,,,5:21:39
CC98010007,"Chatwin, Trudy",Kate A. Paul,CC,1998,5,25,145,3,25,0,118,155,,Excluded,Stafford,Stafford,Shore,Coastal,50.71789666,-125.4623916,Trudys (MOE),FR-7111,25,0.75,0,,0,0,0,,0,0,0,0,,,323,205,,,,5:23:00
CC98010008,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,5,26,146,3,22,179,126,7,,Complete,Kwalate,Kwalate,Shore,Coastal,50.77941578,-125.6832791,Trudys (MOE),FR-7111,25,0.5,156,Incoming,175,44,156,,45,58,28,45,,,328,202,153,3,36,5:28:00
CC98010009,"Chatwin, Trudy",Kate A. Paul,CC,1998,5,26,146,21,41,34,0,0,0,Complete,Kwalate,Kwalate,Shore,Coastal,50.77941578,-125.6832791,Trudys (MOE),FR-7111,25,0.5,11,Incoming,11,4,0,,4,9,4,0,,,320,1301,,,,5:20:08
CC98010010,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,5,27,147,3,37,173,110,0,0,Complete,Kwalate,Kwalate,Shore,Coastal,50.77941578,-125.6832791,Trudys (MOE),FR-7111,25,0.5,194,Incoming,212,58,194,194,55,67,33,55,55,,327,217,193,1,20,5:27:00
CC98010011,"Chatwin, Trudy",Kate A. Paul,CC,1998,5,27,147,20,31,42,0,75,,Excluded,Sim,Sim,Shore,Coastal,51.01913179,-125.6024704,Trudys (MOE),FR-7111,25,0.5,8,Incoming,8,1,0,,1,5,1,0,,,317,1231,,,,5:17:41
CC98010012,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,5,28,148,3,26,184,120,0,0,Complete,Sim,Sim,Shore,Coastal,51.01913179,-125.6024704,Trudys (MOE),FR-7111,25,0.5,30,Incoming,33,15,30,,19,22,10,19,,,326,206,30,,,5:26:00
CC98010013,"Chatwin, Trudy",Kate A. Paul,CC,1998,5,29,149,3,25,180,120,0,0,Complete,Sim,Sim,Shore,Coastal,51.01913179,-125.6024704,Trudys (MOE),FR-7111,25,0.5,44,Incoming,47,14,44,44,31,32,13,31,31,,325,205,26,18,30,5:25:00
CC98010014,"Chatwin, Trudy",Kate A. Paul,CC,1998,5,29,149,20,45,106,0,0,0,Complete,Ahnuhati,Ahnuhati,Shore,Coastal,50.88970728,-125.6361596,Trudys (MOE),FR-7111,25,0.5,11,Incoming,11,11,0,,9,7,9,0,,,316,1245,,,,5:16:33
CC98010015,"Chatwin, Trudy",Kate A. Paul,CC,1998,5,30,150,3,25,186,119,0,0,Complete,Ahnuhati,Ahnuhati,Shore,Coastal,50.88970728,-125.6361596,Trudys (MOE),FR-7111,25,0.5,22,Incoming,22,3,22,,15,15,3,15,,,324,205,17,5,29,5:24:00
CC98010016,"Chatwin, Trudy",Kate A. Paul,CC,1998,5,30,150,20,50,101,0,0,0,Complete,Ahnuhati,Ahnuhati,Shore,Coastal,50.88970728,-125.6361596,Trudys (MOE),FR-7111,25,0.5,8,Incoming,8,3,0,,2,5,2,0,,,315,1250,,,,5:15:41
CC98010017,"Chatwin, Trudy",Kate A. Paul,CC,1998,5,31,151,3,21,188,122,0,0,Complete,Ahnuhati,Ahnuhati,Shore,Coastal,50.88970728,-125.6361596,Trudys (MOE),FR-7111,25,0.5,99,Incoming,103,41,99,99,48,51,29,48,48,,323,201,95,4,32,5:23:00
CC98010028,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,13,164,3,10,180,120,0,0,Complete,Walkum,Walkum,Shore,Coastal,51.3497128,-127.0617586,Trudys (MOE),FR-7111,25,0.75,26,Incoming,27,13,26,26,22,23,10,22,22,,310,190,25,1,30,5:10:00
CC98010029,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,13,164,22,22,-67,0,95,,Excluded,Nekite,Nekite 1,Shore,Coastal,51.37429198,-127.1213571,Trudys (MOE),FR-7111,25,0.5,14,Outgoing,10,14,0,,7,9,7,0,,,311,1342,,,,5:11:40
CC98010030,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,14,165,3,10,30,120,150,,Excluded,Nekite,Nekite 1,Shore,Coastal,51.37429198,-127.1213571,Trudys (MOE),FR-7111,25,0.5,17,Incoming,17,1,17,,9,9,1,9,,,310,190,17,,,5:10:00
CC98010031,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,14,165,21,12,15,0,80,,Excluded,Nekite,Nekite 1,Shore,Coastal,51.37429198,-127.1213571,Trudys (MOE),FR-7111,25,0.5,3,Incoming,3,1,0,,1,3,1,0,,,311,1272,,,,5:11:30
CC98010032,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,15,166,3,12,38,117,140,,Excluded,Nekite,Nekite 1,Shore,Coastal,51.37429198,-127.1213571,Trudys (MOE),FR-7111,25,0.5,57,Incoming,57,8,57,57,27,27,6,27,27,,309,192,55,2,27,5:09:00
CC98010033,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,15,166,22,0,6,0,50,,Excluded,Draney,Draney,Shore,Coastal,51.40390308,-127.2747786,Trudys (MOE),FR-7111,25,0.5,5,Incoming,5,5,0,,5,5,5,0,,,311,1320,,,,5:11:50
CC98010034,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,16,167,3,10,180,120,0,0,Complete,Draney,Draney,Shore,Coastal,51.40390308,-127.2747786,Trudys (MOE),FR-7111,25,0.5,32,Incoming,33,27,32,32,23,24,21,23,23,,310,190,31,1,30,5:10:00
CC98010035,"Chatwin, Trudy",Paul G. Levesque,CC,1998,6,16,167,21,56,57,0,0,0,Complete,Draney,Draney,Shore,Coastal,51.40390308,-127.2747786,Trudys (MOE),FR-7111,25,0.5,10,Outgoing,0,10,0,,9,0,9,0,,,311,1316,,,,5:11:46
CC98010036,"Chatwin, Trudy",Paul G. Levesque,CC,1998,6,17,168,3,3,2,121,180,,Excluded,Draney,Draney,Shore,Coastal,51.40390308,-127.2747786,Trudys (MOE),FR-7111,25,0.5,10,Incoming,10,6,10,,9,9,6,9,,,304,183,10,,,5:04:00
CC98010037,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,17,168,21,5,105,0,0,0,Complete,Wannock,Wannock,Shore,Coastal,51.68239093,-127.2647908,Trudys (MOE),FR-7111,25,0.75,283,Incoming,283,8,0,,6,69,6,0,,,310,1265,,,,5:10:09
CC98010038,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,18,169,3,10,182,116,0,0,Complete,Wannock,Wannock,Shore,Coastal,51.68239093,-127.2647908,Trudys (MOE),FR-7111,25,0.75,162,Incoming,244,52,162,,68,103,40,68,,,306,190,159,3,26,5:06:00
CC98010039,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,18,169,21,15,95,0,0,0,Complete,Wannock,Wannock,Shore,Coastal,51.68239093,-127.2647908,Trudys (MOE),FR-7111,25,0.75,292,Incoming,292,5,0,,4,64,4,0,,,310,1275,,,,5:10:12
CC98010040,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,19,170,3,7,183,117,0,0,Complete,Wannock,Wannock,Shore,Coastal,51.68239093,-127.2647908,Trudys (MOE),FR-7111,25,0.5,194,Incoming,211,106,194,194,86,97,66,86,86,,304,187,156,38,27,5:04:00
CC98010041,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,19,170,20,55,120,0,0,0,Complete,Kilbella,Kilbella,Shore,Coastal,51.69234119,-127.3562885,Trudys (MOE),FR-7111,25,0.5,78,Incoming,78,23,0,,19,30,19,0,,,310,1255,,,,5:10:35
CC98010042,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,20,171,3,10,175,115,0,0,Complete,Kilbella,Kilbella,Shore,Coastal,51.69234119,-127.3562885,Trudys (MOE),FR-7111,25,0.5,367,Incoming,388,83,367,,73,86,41,73,,,305,190,365,2,25,5:05:00
CC98010043,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,20,171,21,2,111,0,0,0,Complete,Kilbella,Kilbella,Shore,Coastal,51.69234119,-127.3562885,Trudys (MOE),FR-7111,25,0.75,159,Incoming,159,8,0,,6,45,6,0,,,310,1262,,,,5:10:43
CC98010044,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,21,172,3,5,185,120,0,0,Complete,Kilbella,Kilbella,Shore,Coastal,51.69234119,-127.3562885,Trudys (MOE),FR-7111,25,0.75,464,Incoming,522,186,464,464,76,100,65,76,76,,305,185,462,2,30,5:05:00
CC98010045,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,22,173,3,5,180,120,0,0,Complete,Johnston,Johnston,Shore,Coastal,51.49319226,-127.5422362,Trudys (MOE),FR-7111,25,0.5,58,Incoming,61,24,58,58,33,36,15,33,33,,305,185,58,,,5:05:00
CC98010046,"Chatwin, Trudy",Paul G. Levesque,CC,1998,6,22,173,21,6,114,0,0,0,Complete,Johnston,Johnston-B,Shore,Coastal,51.48219539,-127.5329376,Trudys (MOE),FR-7111,25,0.5,12,Incoming,12,11,0,,9,9,9,0,,,313,1266,,,,5:13:02
CC98010047,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,23,174,3,7,183,118,0,0,Complete,Johnston,Johnston-B,Shore,Coastal,51.48219539,-127.5329376,Trudys (MOE),FR-7111,25,0.5,21,Incoming,21,8,21,21,17,17,7,17,17,,305,187,19,2,28,5:05:00
CC98010048,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,23,174,20,58,51,0,45,,Excluded,Johnston,Johnston,Shore,Coastal,51.49319226,-127.5422362,Trudys (MOE),FR-7111,25,0.75,15,Incoming,15,3,0,,3,10,3,0,,,313,1258,,,,5:13:18
CC98010049,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,24,175,3,6,132,120,50,,Complete,Johnston,Johnston,Shore,Coastal,51.49319226,-127.5422362,Trudys (MOE),FR-7111,25,0.75,57,Incoming,65,34,57,,33,39,21,33,,,306,186,57,,,5:06:00
CC98010050,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,25,176,3,6,180,120,0,0,Complete,Namu,Namu,Shore,Coastal,51.86056138,-127.8675126,Trudys (MOE),FR-7111,25,0.75,96,Incoming,106,44,96,96,53,59,24,53,53,,306,186,89,7,30,5:06:00
CC98010051,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,25,176,20,52,121,0,0,0,Complete,Koeye,Koeye,Shore,Coastal,51.77244692,-127.878213,Trudys (MOE),FR-7111,25,0.5,134,Incoming,134,14,0,,10,51,10,0,,,313,1252,,,,5:13:48
CC98010052,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,26,177,3,7,187,119,0,0,Complete,Koeye,Koeye,Shore,Coastal,51.77244692,-127.878213,Trudys (MOE),FR-7111,25,0.5,265,Incoming,307,39,265,265,88,115,23,88,88,,306,187,249,16,29,5:06:00
CC98010053,"Chatwin, Trudy",Paul G. Levesque,CC,1998,6,26,177,21,45,69,0,0,0,Complete,Koeye,Koeye,Shore,Coastal,51.77244692,-127.878213,Trudys (MOE),FR-7111,25,0.5,20,Incoming,20,7,0,,4,14,4,0,,,314,1305,,,,5:14:14
CC98010054,"Chatwin, Trudy",Paul G. Levesque,CC,1998,6,27,178,3,6,183,121,0,0,Complete,Koeye,Koeye,Shore,Coastal,51.77244692,-127.878213,Trudys (MOE),FR-7111,25,0.5,66,Incoming,77,23,66,,38,46,13,38,,,307,186,58,8,31,5:07:00
CC98010055,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,29,180,3,8,180,120,0,0,Complete,Kwatna,Kwatna 1,Shore,Coastal,52.11067294,-127.3997599,Trudys (MOE),FR-7111,25,0.75,383,Incoming,385,105,383,,80,82,55,80,,,308,188,366,17,30,5:08:00
CC98010056,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,29,180,21,17,96,0,0,0,Complete,Kwatna,Kwatna 1,Shore,Coastal,52.11067294,-127.3997599,Trudys (MOE),FR-7111,25,0.75,31,Outgoing,10,31,0,,23,9,23,0,,,312,1277,,,,5:12:00
CC98010057,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,6,30,181,3,9,185,120,0,0,Complete,Kwatna,Kwatna 1,Shore,Coastal,52.11067294,-127.3997599,Trudys (MOE),FR-7111,25,0.5,410,Incoming,411,70,410,410,86,87,40,86,86,,309,189,387,23,30,5:09:00
CC98010058,"Chatwin, Trudy",Kate A. Paul,CC,1998,6,30,181,21,10,66,0,38,,Excluded,Bella Coola,Bella Coola,Shore,Coastal,52.37281121,-126.787717,Trudys (MOE),FR-7111,25,0.75,9,Incoming,9,1,0,,1,8,1,0,,,308,1270,,,,5:08:40
CC98010059,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,7,1,182,3,10,184,119,0,0,Complete,Bella Coola,Bella Coola,Shore,Coastal,52.37281121,-126.787717,Trudys (MOE),FR-7111,25,0.75,18,Incoming,18,14,18,18,12,12,9,12,14,,309,190,13,5,29,5:09:00
CC98010060,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,2,183,3,13,177,117,0,0,Complete,Bella Coola,Bella Coola,Shore,Coastal,52.37281121,-126.787717,Trudys (MOE),FR-7111,25,0.75,16,Outgoing,15,16,13,,14,13,14,11,,,310,193,11,2,27,5:10:00
CC98010062,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,3,184,20,54,117,0,0,0,Complete,Kimsquit,Kimsquit,Shore,Coastal,52.87305295,-127.0797912,Trudys (MOE),FR-7111,25,0.5,31,Incoming,31,8,0,,7,21,7,0,,,309,1254,,,,5:09:07
CC98010063,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,7,4,185,3,12,180,120,0,0,Complete,Kimsquit,Kimsquit,Shore,Coastal,52.87305295,-127.0797912,Trudys (MOE),FR-7111,25,0.5,17,Outgoing,20,17,16,,12,14,9,12,,,312,192,9,7,30,5:12:00
CC98010064,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,5,186,3,11,182,122,0,0,Complete,Kimsquit,Kimsquit,Shore,Coastal,52.87305295,-127.0797912,Trudys (MOE),FR-7111,25,0.5,23,Incoming,29,10,23,23,17,21,10,17,17,,313,191,17,6,32,5:13:00
CC98010065,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,5,186,20,55,71,0,45,,Excluded,Skowquiltz,Skowquiltz,Shore,Coastal,52.59473485,-127.1667118,Trudys (MOE),FR-7111,25,0.5,31,Incoming,31,10,0,,9,17,9,0,,,312,1255,,,,5:12:47
CC98010066,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,6,187,3,9,5,124,175,,Excluded,Skowquiltz,Skowquiltz,Shore,Coastal,52.59473485,-127.1667118,Trudys (MOE),FR-7111,25,0.5,1,Incoming,1,0,1,,1,1,0,1,,,313,189,,1,34,5:13:00
CC98010067,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,6,187,20,50,120,0,0,0,Complete,Skowquiltz,Skowquiltz,Shore,Coastal,52.59473485,-127.1667118,Trudys (MOE),FR-7111,25,0.5,37,Incoming,37,14,0,,13,23,13,0,,,313,1250,,,,5:13:42
CC98010068,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,7,188,3,10,180,124,0,0,Complete,Skowquiltz,Skowquiltz,Shore,Coastal,52.59473485,-127.1667118,Trudys (MOE),FR-7111,25,0.5,93,Incoming,102,42,93,93,48,56,31,48,48,,314,190,91,2,34,5:14:00
CC98010069,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,9,190,21,2,99,0,30,,Excluded,Ellerslie,Ellerslie,Shore,Coastal,52.51331609,-127.9928038,Trudys (MOE),FR-7111,25,0.75,97,Incoming,97,57,0,,31,51,31,0,,,320,1262,,,,5:20:25
CC98010070,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,10,191,3,17,120,120,60,0,Complete,Ellerslie,Ellerslie,Shore,Coastal,52.51331609,-127.9928038,Trudys (MOE),FR-7111,25,0.75,334,Incoming,334,85,334,334,89,89,31,89,92,last 60 min of survey rained out,317,197,310,24,30,5:17:00
CC98010071,"Chatwin, Trudy",Monica Lamm,CC,1998,7,10,191,21,35,22,0,45,,Excluded,Ellerslie,Ellerslie,Shore,Coastal,52.51331609,-127.9928038,Trudys (MOE),FR-7111,25,0.75,43,Incoming,43,0,0,,0,32,0,0,,,321,1295,,,,5:21:29
CC98010072,"Chatwin, Trudy",Monica Lamm,CC,1998,7,11,192,3,18,180,120,0,0,Complete,Ellerslie,Ellerslie,Shore,Coastal,52.51331609,-127.9928038,Trudys (MOE),FR-7111,25,0.75,257,Incoming,269,104,257,,92,103,70,92,,,318,198,244,13,30,5:18:00
CC98010073,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,11,192,20,45,69,0,55,,Excluded,Ingram,Ingram,Shore,Coastal,52.60982998,-128.0417048,Trudys (MOE),FR-7111,25,0.75,5,Incoming,5,2,0,,2,5,2,0,,,322,1245,,,,5:22:15
CC98010074,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,12,193,3,20,100,120,80,,Excluded,Ingram,Ingram,Shore,Coastal,52.60982998,-128.0417048,Trudys (MOE),FR-7111,25,0.75,43,Incoming,49,26,43,43,23,27,19,23,23,,320,200,43,,,5:20:00
CC98010075,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,7,12,193,21,0,3,0,85,,Excluded,Ingram,Ingram,Shore,Coastal,52.60982998,-128.0417048,Trudys (MOE),FR-7111,25,0.75,7,Incoming,7,0,0,,0,7,0,0,,,323,1260,,,,5:23:23
CC98010076,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,7,13,194,3,18,38,123,145,,Excluded,Ingram,Ingram,Shore,Coastal,52.60982998,-128.0417048,Trudys (MOE),FR-7111,25,0.75,39,Incoming,39,2,39,,22,22,2,22,,,321,198,39,,,5:21:00
CC98010077,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,13,194,21,17,43,0,0,0,Complete,James  Bay,James  Bay,Shore,Coastal,52.70838829,-128.2096042,Trudys (MOE),FR-7111,25,0.5,25,Incoming,25,19,0,,10,16,10,0,,,324,1277,,,,5:24:42
CC98010078,"Chatwin, Trudy",Bernard K. Schroeder,CC,1998,7,14,195,3,22,193,120,0,0,Complete,James  Bay,James  Bay,Shore,Coastal,52.70838829,-128.2096042,Trudys (MOE),FR-7111,25,0.5,99,Incoming,99,25,99,99,59,59,22,59,59,,322,202,98,1,30,5:22:00
CC98010079,"Chatwin, Trudy",Kate A. Paul,CC,1998,7,14,195,20,42,31,0,90,,Excluded,James  Bay,James  Bay,Shore,Coastal,52.70838829,-128.2096042,Trudys (MOE),FR-7111,25,0.5,12,Outgoing,2,12,0,,9,2,9,0,,,325,1242,,,,5:25:55
CC98010080,"Chatwin, Trudy",Monica Lamm,CC,1998,7,15,196,3,23,101,120,80,,Complete,James  Bay,James  Bay,Shore,Coastal,52.70838829,-128.2096042,Trudys (MOE),FR-7111,25,0.5,59,Incoming,68,23,59,,37,45,21,37,,,323,203,59,,,5:23:00
CC06010001,"Bertram, Doug",Bernard K. Schroeder,CC,2006,6,11,162,3,12,180,120,0,0,Complete,Wakeman,Wakeman,Shore,Coastal,51.0277768,-126.5099344,CWS 6 (Dunbar),FR-7112,25,0.75,110,Incoming,118,3,110,,100,107,3,100,,,312,192,103,7,30,5:12:00
CC06010002,"Bertram, Doug",Bernard K. Schroeder,CC,2006,6,12,163,3,11,181,121,0,0,Complete,Wakeman,Wakeman,Shore,Coastal,51.0277768,-126.5099344,CWS 6 (Dunbar),FR-7112,25,0.75,95,Incoming,95,11,95,,84,84,8,84,,,312,191,88,7,31,5:12:00
CC06010003,"Bertram, Doug",Bernard K. Schroeder,CC,2006,6,12,163,22,15,25,0,0,0,Complete,Kakweikan,Kakweikan 2,Shore,Coastal,50.79553239,-126.013895,CWS 6 (Dunbar),FR-7112,25,0.75,5,Outgoing,4,5,0,,4,2,4,0,,Small unlogged valley of high quality habitat. Low topography and small bay leaves potential for alternate access areas that are wider than the radar viewscape.,1296,1335,,,,21:36:00
CC06010004,"Bertram, Doug",Bernard K. Schroeder,CC,2006,6,13,164,3,10,180,120,0,0,Complete,Kakweikan,Kakweikan 2,Shore,Coastal,50.79553239,-126.013895,CWS 6 (Dunbar),FR-7112,25,0.75,102,Incoming,102,41,102,,94,94,37,94,,Good station location and radar viewscape. Valley bottom heavily impacted by logging.,310,190,100,2,30,5:10:00
CC06010005,"Bertram, Doug",Bernard K. Schroeder,CC,2006,6,14,165,3,10,189,120,0,0,Excluded,Kakweikan,Kakweikan 2,Shore,Coastal,50.79553239,-126.013895,CWS 6 (Dunbar),FR-7112,25,0.75,43,Incoming,57,32,43,,39,47,21,39,,"Very wide area to cover; too wide for radar viewscape, especially from the side of bay. Anchorage in the estuary is problematic due to potential for choppy conditions.",310,190,43,,,5:10:00
CC06010006,"Bertram, Doug",Bernard K. Schroeder,CC,2006,6,14,165,21,36,90,0,0,0,Complete,Kwalate,Kwalate,Shore,Coastal,50.77933362,-125.6833312,CWS 6 (Dunbar),FR-7112,25,0.75,6,Incoming,6,0,0,,0,6,0,0,,"Rocky anchorage, but good station location.  Possible access also to upper Khutze and Kowesas watersheds.",1296,1296,,,,21:36:00
CC06010007,"Bertram, Doug",Bernard K. Schroeder,CC,2006,6,15,166,3,8,182,120,0,0,Excluded,Kwalate,Kwalate,Shore,Coastal,50.77933362,-125.6833312,CWS 6 (Dunbar),FR-7112,25,0.75,15,Incoming,15,11,15,,15,15,9,15,,"Anchored at edge of estuary, good station location. Many MAMU on water in inlet. Possible access to the upper Kowesas watershed via the East Khutze tributary.",308,188,15,,,5:08:00
