ObsID,PI,Observer,Region,Year,Month,Day,DOY,StartHr,StartMin,SurvMin,PredDur,ObsMin,PreObsMin,Status,Site,Description,Access,Loc,Lat,Lon,Unit,Model,Tilt,Radius,Max,Dir,MamuIn,MamuOut,MamuInPD,MaxByYear,DetMax,DetIn,DetOut,DetInPD,DetMaxByYear,Comments,Sun,Start,MamuIn 90 min predawn,MamuIn prior to 90 min predawn,Survey time over 90min Predawn,Sunrise
SC06010022,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,3,184,3,11,0,120,180,,Complete,Vancouver,Vancouver,Shore,Coastal,49.92362539,-123.8772352,RESL 1,FR-7111,25,0.75,263,Incoming,265,37,263,263,258,260,31,258,258,,311,191,252,11,30,5:11:00
SC06010012,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,3,184,20,57,0,0,120,,Complete,Vancouver,Vancouver,Shore,Coastal,49.92362539,-123.8772352,RESL 1,FR-7111,25,0.75,51,Incoming,51,23,0,,19,45,19,0,,,1257,1257,,,,20:57:00
SC06010007,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,4,185,3,12,4,120,180,,Complete,Vancouver,Vancouver,Shore,Coastal,49.92362539,-123.8772352,RESL 1,FR-7111,25,0.75,146,Incoming,149,31,146,,137,140,26,137,,,312,192,146,,,5:12:00
SC06010010,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,5,186,3,13,180,120,0,0,Complete,Skwawka,Skwawka,Shore,Coastal,50.21061534,-123.9725886,RESL 1,FR-7111,25,0.75,205,Incoming,206,35,205,,197,198,30,197,,,313,193,198,7,30,5:13:00
SC06010038,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,6,187,3,13,175,120,10,,Complete,Skwawka,Skwawka,Shore,Coastal,50.21055892,-123.9728818,RESL 1,FR-7111,25,0.75,312,Incoming,338,46,312,312,280,304,41,280,280,,313,193,305,7,30,5:13:00
SC06010006,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,6,187,20,55,95,30,25,,Complete,Brittain,Brittain,Shore,Coastal,49.991419,-124.009554,RESL 1,FR-7111,25,0.5,33,Outgoing,32,33,0,,23,25,23,0,,,1285,1255,,,,21:25:00
SC06010036,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,10,191,3,18,180,120,0,0,Complete,Brem,Brem,Shore,Coastal,50.43035221,-124.6722797,RESL 1,FR-7111,25,0.75,288,Incoming,288,11,288,,283,283,11,283,,,318,198,288,,,5:18:00
SC06010014,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,11,192,3,17,180,120,0,0,Complete,Toba,Toba,Shore,Coastal,50.48640273,-124.3812072,RESL 1,FR-7111,25,0.75,275,Incoming,275,120,275,275,267,267,116,267,267,,317,197,253,22,30,5:17:00
SC06010016,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,14,195,3,22,169,120,11,,Complete,Orford,Orford,Shore,Coastal,50.59201474,-124.8681776,RESL 1,FR-7111,25,0.5,451,Incoming,451,58,451,,342,342,46,342,,,322,202,445,6,30,5:22:00
SC06010019,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,15,196,3,24,0,120,180,,Complete,Quatam,Quatam,Shore,Coastal,50.38237773,-124.9443418,RESL 1,FR-7111,25,0.75,96,Incoming,97,6,96,,95,96,6,95,,,324,204,96,,,5:24:00
SC06010020,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,16,197,3,25,0,120,180,,Complete,Quatam,Quatam,Shore,Coastal,50.38237773,-124.9443418,RESL 1,FR-7111,25,0.75,124,Incoming,125,10,124,,116,117,10,116,,,325,205,119,5,30,5:25:00
SC06010021,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,17,198,3,24,0,120,180,,Complete,Brittain,Brittain,Shore,Coastal,49.99126253,-124.0098993,RESL 1,FR-7111,25,0.75,74,Incoming,77,42,74,74,64,67,38,64,64,,324,204,72,2,30,5:24:00
SC06010027,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,18,199,3,25,193,120,0,0,Complete,Skwawka,Skwawka,Shore,Coastal,50.21055892,-123.9728818,RESL 1,FR-7111,25,0.75,235,Incoming,263,101,235,,207,232,83,207,,,325,205,228,7,30,5:25:00
SC06010034,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,19,200,3,26,160,120,0,,Complete,Vancouver,Vancouver,Shore,Coastal,49.92363944,-123.8765667,RESL 1,FR-7111,25,0.75,198,Incoming,199,50,198,,190,191,44,190,,,326,206,198,,,5:26:00
SC06010037,"Schroeder, Bernard",Lea S. Menzies,SC,2006,7,20,201,3,28,180,120,0,0,Complete,Brittain,Brittain,Shore,Coastal,49.9916045,-124.0098786,RESL 1,FR-7111,25,0.75,36,Incoming,37,34,36,,31,30,31,29,,,328,208,35,1,30,5:28:00
SC08010001,"Schroeder, Bernard",Derek L. Shaw,SC,2008,5,30,151,20,43,97,34,0,0,Complete,Vancouver,Vancouver,Shore,Coastal,49.92326053,-123.8755289,CWS 6 (Dunbar),FR-7112,25,0.75,8,Outgoing,1,8,0,,6,1,6,0,,,1277,1243,,,,21:17:00
SC08010002,"Schroeder, Bernard",Derek L. Shaw,SC,2008,5,31,152,3,40,155,94,0,0,Complete,Vancouver,Vancouver,Shore,Coastal,49.92326053,-123.8755289,CWS 6 (Dunbar),FR-7112,25,0.75,14,Incoming,16,10,14,,14,16,9,14,,,314,220,14,,,5:14:00
SC08010003,"Schroeder, Bernard",Derek L. Shaw,SC,2008,5,31,152,20,43,95,35,0,0,Complete,Deserted,Deserted,Shore,Coastal,50.08801655,-123.744075,CWS 6 (Dunbar),FR-7112,25,0.75,19,Incoming,19,4,0,,3,19,3,0,,,1278,1243,,,,21:18:00
SC08010004,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,1,153,3,39,98,94,36,,Complete,Deserted,Deserted,Shore,Coastal,50.08801655,-123.744075,CWS 6 (Dunbar),FR-7112,25,0.75,53,Incoming,55,18,53,,49,51,18,49,,,313,219,53,,,5:13:00
SC08010005,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,2,154,3,49,137,84,15,,Complete,Deserted,Deserted,Shore,Coastal,50.08801655,-123.744075,CWS 6 (Dunbar),FR-7112,25,0.75,50,Incoming,56,25,50,,46,51,21,46,,,313,229,50,,,5:13:00
SC08010006,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,2,154,20,46,99,34,0,0,Complete,Skwawka,Skwawka,Shore,Coastal,50.21296287,-123.9800647,CWS 6 (Dunbar),FR-7112,25,0.75,51,Incoming,51,25,0,,23,48,23,0,,,1280,1246,,,,21:20:00
SC08010007,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,3,155,3,38,50,94,82,,Excluded,Skwawka,Skwawka,Shore,Coastal,50.21296287,-123.9800647,CWS 6 (Dunbar),FR-7112,25,0.75,0,,0,0,0,,0,0,0,0,,,312,218,,,,5:12:00
SC08010008,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,4,156,3,41,151,91,0,0,Complete,Skwawka,Skwawka,Shore,Coastal,50.21296287,-123.9800647,CWS 6 (Dunbar),FR-7112,25,0.75,167,Incoming,175,61,167,,162,170,55,162,,,312,221,167,,,5:12:00
SC08010009,"Schroeder, Bernard",Stacey Mole,SC,2008,6,4,156,20,52,90,30,0,0,Complete,Brittain,Brittain,Shore,Coastal,49.98784374,-124.0100091,CWS 6 (Dunbar),FR-7112,25,0.75,0,,0,0,0,,0,0,0,0,,,1282,1252,,,,21:22:00
SC08010010,"Schroeder, Bernard",Stacey Mole,SC,2008,6,5,157,3,40,127,91,25,,Complete,Brittain,Brittain,Shore,Coastal,49.98784374,-124.0100091,CWS 6 (Dunbar),FR-7112,25,0.75,0,,0,0,0,,0,0,0,0,,,311,220,,,,5:11:00
SC08010011,"Schroeder, Bernard",Stacey Mole,SC,2008,6,6,158,3,40,0,91,63,,Excluded,Brittain,Brittain,Shore,Coastal,49.98784374,-124.0100091,CWS 6 (Dunbar),FR-7112,25,0.75,0,,0,0,0,,0,0,0,0,,,311,220,,,,5:11:00
SC08010012,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,7,159,3,35,162,95,0,0,Complete,Forbes,Forbes,Shore,Coastal,50.24701635,-124.5921448,CWS 6 (Dunbar),FR-7112,25,0.75,80,Incoming,106,62,80,,76,97,54,76,,,310,215,80,,,5:10:00
SC08010013,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,7,159,20,42,102,42,0,0,Complete,Forbes,Forbes,Shore,Coastal,50.24701635,-124.5921448,CWS 6 (Dunbar),FR-7112,25,0.75,21,Incoming,21,15,0,,15,17,15,0,,,1284,1242,,,,21:24:00
SC08010014,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,8,160,3,33,97,97,0,0,Excluded,Forbes,Forbes,Shore,Coastal,50.24701635,-124.5921448,CWS 6 (Dunbar),FR-7112,25,0.75,0,,0,0,0,,0,0,0,0,,,310,213,,,,5:10:00
SC08010015,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,8,160,20,52,108,33,0,0,Complete,Toba,Toba,Shore,Coastal,50.48616007,-124.3925058,CWS 6 (Dunbar),FR-7112,25,0.75,172,Incoming,172,91,0,,76,143,76,0,,,1285,1252,,,,21:25:00
SC08010016,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,9,161,3,33,158,96,0,0,Complete,Toba,Toba,Shore,Coastal,50.48616007,-124.3925058,CWS 6 (Dunbar),FR-7112,25,0.75,151,Incoming,154,85,151,,139,142,76,139,,,309,213,151,,,5:09:00
SC08010017,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,10,162,3,33,158,96,0,0,Complete,Toba,Toba,Shore,Coastal,50.48616007,-124.3925058,CWS 6 (Dunbar),FR-7112,25,0.75,243,Incoming,262,103,243,243,201,217,77,201,201,,309,213,241,2,6,5:09:00
SC08010018,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,10,162,20,52,108,35,0,0,Complete,Brem,Brem,Shore,Coastal,50.43480219,-124.6605091,CWS 6 (Dunbar),FR-7112,25,0.75,94,Incoming,94,46,0,,41,81,41,0,,,1287,1252,,,,21:27:00
SC08010019,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,11,163,3,33,157,96,0,0,Complete,Brem,Brem,Shore,Coastal,50.43480219,-124.6605091,CWS 6 (Dunbar),FR-7112,25,0.75,314,Incoming,316,26,314,314,255,257,25,255,255,,309,213,313,1,6,5:09:00
SC08010020,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,12,164,3,33,157,96,0,0,Complete,Brem,Brem,Shore,Coastal,50.43480219,-124.6605091,CWS 6 (Dunbar),FR-7112,25,0.75,259,Incoming,267,32,259,,231,237,29,231,,,309,213,258,1,6,5:09:00
SC08010021,"Schroeder, Bernard",Stacey Mole,SC,2008,6,12,164,20,54,76,34,20,,Complete,Southgate,Southgate,Shore,Coastal,50.89472814,-124.793848,CWS 6 (Dunbar),FR-7112,25,0.75,14,Incoming,14,4,0,,3,12,3,0,,,1288,1254,,,,21:28:00
SC08010022,"Schroeder, Bernard",Stacey Mole,SC,2008,6,13,165,3,30,153,98,0,0,Complete,Southgate,Southgate,Shore,Coastal,50.89472814,-124.793848,CWS 6 (Dunbar),FR-7112,25,0.75,25,Incoming,26,9,25,,24,25,8,24,,,308,210,25,,,5:08:00
SC08010023,"Schroeder, Bernard",Stacey Mole,SC,2008,6,14,166,3,35,154,93,0,0,Complete,Southgate,Southgate,Shore,Coastal,50.89472814,-124.793848,CWS 6 (Dunbar),FR-7112,25,0.75,18,Incoming,18,7,18,,17,17,5,17,,,308,215,18,,,5:08:00
SC08010024,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,14,166,20,56,102,33,0,0,Complete,Orford,Orford,Shore,Coastal,50.59706574,-124.8650428,CWS 6 (Dunbar),FR-7112,25,0.5,43,Incoming,43,26,0,,24,33,24,0,,,1289,1256,,,,21:29:00
SC08010025,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,15,167,3,35,153,93,0,0,Complete,Orford,Orford,Shore,Coastal,50.59706574,-124.8650428,CWS 6 (Dunbar),FR-7112,25,0.5,153,Incoming,154,60,153,,115,116,50,115,,,308,215,151,2,3,5:08:00
SC08010026,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,16,168,3,33,155,95,0,0,Complete,Orford,Orford,Shore,Coastal,50.59706574,-124.8650428,CWS 6 (Dunbar),FR-7112,25,0.5,200,Incoming,208,64,200,,150,155,56,150,,,308,213,199,1,5,5:08:00
SC08010027,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,16,168,20,56,94,0,0,0,Complete,Quatam,Quatam,Shore,Coastal,50.37634658,-124.9414087,CWS 6 (Dunbar),FR-7112,25,0.75,71,Incoming,71,10,0,,9,57,9,0,,,308,1256,,,,5:08:00
SC08010028,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,17,169,3,35,144,93,9,,Complete,Quatam,Quatam,Shore,Coastal,50.37634658,-124.9414087,CWS 6 (Dunbar),FR-7112,25,0.75,95,Incoming,101,15,95,,80,84,12,80,,,308,215,95,,,5:08:00
SC08010029,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,19,171,3,33,155,95,0,0,Complete,Forbes,Forbes,Shore,Coastal,50.24784893,-124.5930843,CWS 6 (Dunbar),FR-7112,25,0.75,124,Incoming,127,34,124,124,100,103,32,100,102,,308,213,124,,,5:08:00
SC08010030,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,20,172,3,34,145,95,10,,Complete,Forbes,Forbes,Shore,Coastal,50.24784893,-124.5930843,CWS 6 (Dunbar),FR-7112,25,0.75,119,Incoming,128,37,119,,102,109,34,102,,,309,214,119,,,5:09:00
SC08010031,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,21,173,3,34,155,95,0,0,Complete,Toba,Toba,Shore,Coastal,50.48616007,-124.3925058,CWS 6 (Dunbar),FR-7112,25,0.75,82,Incoming,85,67,82,,67,70,58,67,,,309,214,81,1,5,5:09:00
SC08010032,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,22,174,3,37,153,92,0,0,Complete,Brem,Brem,Shore,Coastal,50.43480219,-124.6605091,CWS 6 (Dunbar),FR-7112,25,0.75,240,Incoming,249,45,240,,200,208,38,200,,,309,217,240,,,5:09:00
SC08010033,"Schroeder, Bernard",Stacey Mole,SC,2008,6,23,175,3,38,152,91,0,0,Complete,Southgate,Southgate,Shore,Coastal,50.89486014,-124.794621,CWS 6 (Dunbar),FR-7112,25,0.75,24,Incoming,24,14,24,,18,18,13,18,,,309,218,24,,,5:09:00
SC08010034,"Schroeder, Bernard",Stacey Mole,SC,2008,6,24,176,3,38,152,92,0,0,Complete,Southgate,Southgate,Shore,Coastal,50.89486014,-124.794621,CWS 6 (Dunbar),FR-7112,25,0.75,42,Incoming,44,24,42,42,32,34,17,32,32,,310,218,42,,,5:10:00
SC08010035,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,25,177,3,38,152,92,0,0,Complete,Orford,Orford,Shore,Coastal,50.59713206,-124.8648335,CWS 6 (Dunbar),FR-7112,25,0.5,252,Incoming,256,80,252,252,180,184,69,180,180,,310,218,252,,,5:10:00
SC08010036,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,26,178,3,38,149,93,4,,Complete,Quatam,Quatam,Shore,Coastal,50.3761486,-124.9414147,CWS 6 (Dunbar),FR-7112,25,0.75,141,Incoming,150,45,141,,114,122,39,114,,,311,218,140,1,3,5:11:00
SC08010037,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,27,179,3,37,168,94,0,0,Complete,Quatam,Quatam,Shore,Coastal,50.3761486,-124.9414147,CWS 6 (Dunbar),FR-7112,25,0.75,177,Incoming,198,42,177,177,132,146,37,132,132,,311,217,177,,,5:11:00
SC08010038,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,29,181,3,39,153,93,0,0,Complete,Vancouver,Vancouver,Shore,Coastal,49.92314338,-123.8779369,CWS 6 (Dunbar),FR-7112,25,0.75,87,Incoming,88,34,87,,70,71,31,70,,,312,219,87,,,5:12:00
SC08010039,"Schroeder, Bernard",Derek L. Shaw,SC,2008,6,30,182,3,39,155,94,0,0,Complete,Vancouver,Vancouver,Shore,Coastal,49.92314338,-123.8779369,CWS 6 (Dunbar),FR-7112,25,0.75,107,Incoming,107,40,107,107,83,83,36,83,83,,313,219,105,2,4,5:13:00
SC08010040,"Schroeder, Bernard",Derek L. Shaw,SC,2008,7,1,183,3,38,155,95,0,0,Complete,Deserted,Deserted,Shore,Coastal,50.0877481,-123.7438612,CWS 6 (Dunbar),FR-7112,25,0.75,73,Incoming,77,42,73,73,58,61,38,58,58,,313,218,73,,,5:13:00
SC08010041,"Schroeder, Bernard",Derek L. Shaw,SC,2008,7,2,184,3,34,161,100,0,0,Complete,Skwawka,Skwawka,Shore,Coastal,50.21334032,-123.9811657,CWS 6 (Dunbar),FR-7112,25,0.75,215,Incoming,218,94,215,,178,181,81,178,,,314,214,209,6,10,5:14:00
SC08010042,"Schroeder, Bernard",Derek L. Shaw,SC,2008,7,3,185,3,38,146,97,17,,Complete,Skwawka,Skwawka,Shore,Coastal,50.21334032,-123.9811657,CWS 6 (Dunbar),FR-7112,25,0.75,238,Incoming,248,97,238,238,204,214,83,204,204,,315,218,226,12,7,5:15:00
SC08010043,"Schroeder, Bernard",Stacey Mole,SC,2008,7,4,186,3,38,142,98,28,,Complete,Brittain,Brittain,Shore,Coastal,49.98817464,-124.0102253,CWS 6 (Dunbar),FR-7112,25,0.75,35,Incoming,40,28,35,35,33,38,25,33,33,,316,218,35,,,5:16:00
SC08010044,"Schroeder, Bernard",Stacey Mole,SC,2008,7,5,187,3,40,108,96,48,,Excluded,Brittain,Brittain,Shore,Coastal,49.98817464,-124.0102253,CWS 6 (Dunbar),FR-7112,25,0.75,10,Incoming,10,6,10,,9,9,6,9,,,316,220,10,,,5:16:00
SC10010001,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,1,152,20,44,0,30,14,,Excluded,Vancouver,Vancouver,Shore,Coastal,49.92388036,-123.8768218,CWS 6 (Dunbar),FR-7112,25,0.75,0,,0,0,0,,0,0,0,0,,RAINOUT,1274,1244,,,,21:14:00
SC10010002,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,2,153,3,40,0,91,30,,Excluded,Vancouver,Vancouver,Shore,Coastal,49.92388036,-123.8768218,CWS 6 (Dunbar),FR-7112,25,0.75,0,,0,0,0,,0,0,0,0,,RAINOUT,311,220,,,,5:11:00
SC10010003,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,2,153,20,44,91,31,0,0,Complete,Vancouver,Vancouver,Shore,Coastal,49.92388036,-123.8768218,CWS 6 (Dunbar),FR-7112,25,0.75,25,Incoming,25,5,0,,4,18,4,0,,,1275,1244,,,,21:15:00
SC10010004,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,3,154,3,4,187,125,0,0,Complete,Vancouver,Vancouver,Shore,Coastal,49.92388036,-123.8768218,CWS 6 (Dunbar),FR-7112,25,0.75,83,Incoming,87,22,83,83,70,73,19,70,70,,309,184,83,,,5:09:00
SC10010005,"Schroeder, Bernard",Stacey Mole,SC,2010,6,3,154,20,45,96,30,0,0,Complete,Deserted,Deserted,Shore,Coastal,50.08778446,-123.7452037,CWS 6 (Dunbar),FR-7112,25,0.75,61,Incoming,61,11,0,,10,47,10,0,,,1275,1245,,,,21:15:00
SC10010006,"Schroeder, Bernard",Stacey Mole,SC,2010,6,4,155,3,31,157,97,0,0,Complete,Deserted,Deserted,Shore,Coastal,50.08778446,-123.7452037,CWS 6 (Dunbar),FR-7112,25,0.75,54,Incoming,54,48,54,54,42,41,42,41,42,,308,211,54,,,5:08:00
SC10010007,"Schroeder, Bernard",Stacey Mole,SC,2010,6,5,156,3,35,146,93,0,0,Complete,Deserted,Deserted,Shore,Coastal,50.08778446,-123.7452037,CWS 6 (Dunbar),FR-7112,25,0.75,49,Incoming,55,38,49,,36,41,28,36,,,308,215,49,,,5:08:00
SC10010008,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,5,156,20,49,90,30,0,0,Complete,Skwawka,Skwawka,Shore,Coastal,50.21324282,-123.9809955,CWS 6 (Dunbar),FR-7112,25,0.75,103,Incoming,103,16,0,,16,84,16,0,,,1279,1249,,,,21:19:00
SC10010009,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,6,157,3,37,150,90,0,0,Complete,Skwawka,Skwawka,Shore,Coastal,50.21324282,-123.9809955,CWS 6 (Dunbar),FR-7112,25,0.75,240,Incoming,243,68,240,240,197,199,64,197,197,,307,217,240,,,5:07:00
SC10010010,"Schroeder, Bernard",Stacey Mole,SC,2010,6,6,157,20,49,52,30,21,,Complete,Brittain,Brittain,Shore,Coastal,49.99224176,-124.0100314,CWS 6 (Dunbar),FR-7112,25,0.75,27,Incoming,27,19,0,,15,24,15,0,,,1279,1249,,,,21:19:00
SC10010011,"Schroeder, Bernard",Stacey Mole,SC,2010,6,7,158,3,35,110,93,44,,Complete,Brittain,Brittain,Shore,Coastal,49.99224176,-124.0100314,CWS 6 (Dunbar),FR-7112,25,0.75,58,Incoming,58,19,58,58,52,52,17,52,52,4.10 Barking Dog,308,215,58,,,5:08:00
SC10010012,"Schroeder, Bernard",Stacey Mole,SC,2010,6,8,159,3,33,155,95,0,0,Complete,Brittain,Brittain,Shore,Coastal,49.99224176,-124.0100314,CWS 6 (Dunbar),FR-7112,25,0.75,59,Incoming,60,30,59,59,54,55,27,54,54,,308,213,59,,,5:08:00
SC10010013,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,9,160,3,34,130,94,24,,Complete,Forbes,Forbes,Shore,Coastal,50.24683809,-124.5920266,CWS 6 (Dunbar),FR-7112,25,0.75,74,Incoming,83,14,74,,65,73,12,65,,,308,214,74,,,5:08:00
SC10010014,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,9,160,20,56,58,30,0,0,Excluded,Forbes,Forbes,Shore,Coastal,50.24683809,-124.5920266,CWS 6 (Dunbar),FR-7112,25,0.75,0,,0,0,0,,0,0,0,0,,RAINOUT,1286,1256,,,,21:26:00
SC10010015,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,10,161,3,38,25,90,74,,Excluded,Forbes,Forbes,Shore,Coastal,50.24683809,-124.5920266,CWS 6 (Dunbar),FR-7112,25,0.75,49,Incoming,51,1,49,,45,47,1,45,,RAINOUT,308,218,49,,,5:08:00
SC10010016,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,10,161,20,57,90,30,0,0,Complete,Toba,Toba,Shore,Coastal,50.47575895,-124.4040812,CWS 6 (Dunbar),FR-7112,25,0.75,301,Incoming,301,61,0,,52,207,52,0,,,1287,1257,,,,21:27:00
SC10010017,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,11,162,3,35,151,91,0,0,Complete,Toba,Toba,Shore,Coastal,50.47575895,-124.4040812,CWS 6 (Dunbar),FR-7112,25,0.75,389,Incoming,433,108,389,389,295,327,79,295,295,,306,215,389,,,5:06:00
SC10010018,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,12,163,3,36,150,89,0,0,Complete,Toba,Toba,Shore,Coastal,50.47575895,-124.4040812,CWS 6 (Dunbar),FR-7112,25,0.75,219,Outgoing,217,219,217,,163,155,163,155,,,305,216,217,,,5:05:00
SC10010019,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,12,163,20,56,54,32,39,,Complete,Brem,Brem,Shore,Coastal,50.43502277,-124.6601788,CWS 6 (Dunbar),FR-7112,25,0.75,88,Incoming,88,25,0,,25,70,25,0,,,1288,1256,,,,21:28:00
SC10010020,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,13,164,3,34,152,92,0,0,Complete,Brem,Brem,Shore,Coastal,50.43502277,-124.6601788,CWS 6 (Dunbar),FR-7112,25,0.75,245,Incoming,282,25,245,,201,232,22,201,,A lot of movement of MAMU between fishing spots,306,214,244,1,2,5:06:00
SC10010021,"Schroeder, Bernard",Stacey Mole,SC,2010,6,13,164,21,0,95,33,0,0,Complete,Southgate,Southgate,Shore,Coastal,50.89412591,-124.7932418,CWS 6 (Dunbar),FR-7112,25,0.75,31,Incoming,31,20,0,,18,27,18,0,,,1293,1260,,,,21:33:00
SC10010022,"Schroeder, Bernard",Stacey Mole,SC,2010,6,14,165,3,3,181,121,0,0,Complete,Southgate,Southgate,Shore,Coastal,50.89412591,-124.7932418,CWS 6 (Dunbar),FR-7112,25,0.75,39,Incoming,45,16,39,,32,37,15,32,,,304,183,39,,,5:04:00
SC10010023,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,14,165,21,1,9,31,23,,Excluded,Orford,Orford,Shore,Coastal,50.5919602,-124.86429,CWS 6 (Dunbar),FR-7112,25,0.75,0,,0,0,0,,0,0,0,0,,Wave and rain screen obstruction. RAINOUT,1292,1261,,,,21:32:00
SC10010024,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,15,166,3,32,154,94,0,0,Complete,Orford,Orford,Shore,Coastal,50.5919602,-124.86429,CWS 6 (Dunbar),FR-7112,25,0.75,230,Incoming,244,84,230,,190,201,71,190,,,306,212,229,1,4,5:06:00
SC10010025,"Schroeder, Bernard",Stacey Mole,SC,2010,6,15,166,21,2,93,30,0,0,Complete,Quatam,Quatam,Shore,Coastal,50.37580704,-124.9414008,CWS 6 (Dunbar),FR-7112,25,0.75,64,Incoming,64,12,0,,12,53,12,0,,,1292,1262,,,,21:32:00
SC10010026,"Schroeder, Bernard",Stacey Mole,SC,2010,6,16,167,3,29,158,98,0,0,Complete,Quatam,Quatam,Shore,Coastal,50.37580704,-124.9414008,CWS 6 (Dunbar),FR-7112,25,0.75,114,Incoming,117,24,114,,85,88,21,85,,,307,209,111,3,8,5:07:00
SC10010027,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,19,170,3,35,144,92,8,,Complete,Forbes,Forbes,Shore,Coastal,50.24654372,-124.5918485,CWS 6 (Dunbar),FR-7112,25,0.75,122,Incoming,123,26,122,,98,99,23,98,,,307,215,122,,,5:07:00
SC10010028,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,19,170,21,1,90,30,0,0,Complete,Forbes,Forbes,Shore,Coastal,50.24654372,-124.5918485,CWS 6 (Dunbar),FR-7112,25,0.75,5,Incoming,5,5,0,,5,5,5,0,,Radar not detecting A/V sightings.,1291,1261,,,,21:31:00
SC10010029,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,20,171,3,35,152,92,0,0,Complete,Forbes,Forbes,Shore,Coastal,50.24654372,-124.5918485,CWS 6 (Dunbar),FR-7112,25,0.75,140,Incoming,147,41,140,140,117,123,35,117,117,,307,215,140,,,5:07:00
SC10010030,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,21,172,3,35,152,92,0,0,Complete,Toba,Toba,Shore,Coastal,50.47563004,-124.4035841,CWS 6 (Dunbar),FR-7112,25,0.75,259,Incoming,268,114,259,,192,199,76,192,,,307,215,258,1,2,5:07:00
SC10010031,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,22,173,3,35,152,92,0,0,Complete,Brem,Brem,Shore,Coastal,50.4350115,-124.660967,CWS 6 (Dunbar),FR-7112,25,0.75,568,Incoming,590,75,568,568,378,394,61,378,378,,307,215,568,,,5:07:00
SC10010032,"Schroeder, Bernard",Derek L. Shaw,SC,2010,6,23,174,3,35,141,92,12,,Complete,Brem,Brem,Shore,Coastal,50.43216838,-124.6729492,CWS 6 (Dunbar),FR-7112,25,0.75,507,Incoming,526,81,507,507,359,370,73,359,359,,307,215,507,,,5:07:00
